string,string,string,string,string,string,string
id,author_id,title,content,yunlv_rule,author,dynasty
244397,9403,出山相贊  其二,健即經行，倦即打坐。|思惟四十九年，做得許多口過。|開眼堂堂，只成話墮。|浩浩清風樹杪來，直下知機能幾箇。,仄仄平○，仄仄仄仄。|○平仄仄仄平，仄仄仄平仄○。|平仄平平，仄平仄○。|仄仄平平仄仄平，仄仄平平平仄仄。,釋法薰,S
244398,9403,觀音贊  其一,入正定，作正觀。|衆生受苦，我心何安。|隨類現身無處覓，天風卷海夜濤寒。,仄○仄，仄○○。|仄平仄仄，仄平平平。|平仄仄平平仄仄，平平仄仄仄平平。,釋法薰,S
244399,9403,觀音贊  其二,聞聲聞無所聞，見色見非是見。|燕坐盤陀，不定不亂。|盡大地悉證圓通，我方滿度生悲願。,○平○平仄○，仄仄仄平仄仄。|○仄平平，仄仄仄仄。|仄仄仄仄仄平平，仄平仄仄平平仄。,釋法薰,S
244400,9403,觀音思惟像贊,苦海深，悲願廣。|作是思惟，云何方便。|普使群生登彼岸。,仄仄○，平仄仄。|仄仄○平，平平平仄。|仄仄平平平仄仄。,釋法薰,S
244401,9403,馬郎婦贊,聲色純真，見聞不礙。|宴坐經行，得大自在。|脚頭脚底黑漫漫，又逐春風婦馬郎。,平仄○平，仄○仄仄。|仄仄平○，仄仄仄仄。|仄平仄仄仄仄仄，仄仄平平仄仄平。,釋法薰,S
244402,9403,達磨贊  其一,白璧暗投，遭他按劍。|折得莖蘆，還衝巨浪。|闔國人追亦不回，掩羞頼有閑和尚。,仄仄仄平，平平仄仄。|○仄平平，平平仄○。|仄仄平平仄仄○，仄平仄仄平○仄。,釋法薰,S
244403,9403,達磨贊  其二,我東土人，一性純真。|被他明破，不直半文。|皮肉骨髓，狼藉分爭。|當時若藥得死，今日定見太平。,仄平仄平，仄仄○平。|仄平平仄，仄仄仄平。|平仄仄仄，平仄○平。|○平仄仄仄仄，平仄仄仄仄平。,釋法薰,S
244404,9403,達磨贊  其三,孟浪到梁朝，不契梁朝意。|放過一著，走入魏地。|神光謾說安心，未免失却一臂。,仄○仄平平，仄仄平平仄。|仄○仄仄，仄仄仄仄。|平平仄仄平平，仄仄仄仄仄仄。,釋法薰,S
244405,9403,初祖贊,航海越漠來，幾度藥不殺。|壞我震旦人，至今廝淈,平仄仄仄平，仄仄仄仄仄。|仄仄仄仄平，仄平平仄仄。,釋法薰,S
244406,9403,二祖贊,覓心無處覓，當下便心安。|早知冰是水，兩臂定完全。,仄平平仄仄，○仄仄平平。|仄平平仄仄，仄仄仄平平。,釋法薰,S
244407,9403,三祖贊,覓罪不可得，更於何處懺。|雲翳豁然開，青天孤月上。,仄仄仄仄仄，○平平仄仄。|平仄仄平平，平平平仄仄。,釋法薰,S
244408,9403,四祖贊,誰縛無人縛，何更求解脫。|未必右軍鵝，便是支郎鶴。,平仄平平仄，平平平仄仄。|仄仄仄平平，仄仄平平仄。,釋法薰,S
244409,9403,五祖贊,栽遍滿山松，暗地翻身轉。|雖然得信衣，何曾識爺面。,○仄仄平平，仄仄平平仄。|平平仄仄○，平平仄平仄。,釋法薰,S
244410,9403,六祖贊,腰石碓坊舂，不識一丁字。|無樹亦無臺，猶傳鉢袋子。,平仄仄平平，仄仄仄平仄。|平仄仄平平，○○仄仄仄。,釋法薰,S
244411,9403,布袋贊  其一,杖挑布袋，雲生脚下。|前街後巷，渾無顧籍。|拊背喚得回，幾人能領話。|也且只得奈煩，鐵奉化人難化。,仄○仄仄，平平仄仄。|平平仄仄，平平仄仄。|○仄仄仄○，仄平平仄仄。|仄○仄仄仄平，仄仄仄平○仄。,釋法薰,S
244412,9403,布袋贊  其二,辭兜率，混凡塵。|閉眼昨夜，肚裏惺惺。|何如起來，提却拄杖子，東行西行，忽然等看箇人。,平平仄，仄平平。|仄仄仄仄，仄仄平平。|平○仄平，平仄仄仄仄，平○平○，仄平仄○仄平。,釋法薰,S
244413,9403,布袋贊  其三,乞錢錢又無，等人人不見。|不知兜率天，何如奉化懸。|拍手呵呵，天回地轉。,仄○○仄平，仄平平仄仄。|仄平平仄平，平○仄仄平。|仄仄平平，平○仄仄。,釋法薰,S
244414,9403,豐干寒山拾得圖贊,三人必有我師，臭肉元同一味。|把手聚頭，蘇盧悉里。|只因一等饒舌，兩箇隠身無地。|可惜當初國清寺裏，一隊懞憧師僧，更沒些子意智。,○平仄仄仄平，仄仄平平仄仄。|仄仄仄平，平平仄仄。|仄平仄仄平仄，仄仄仄平平仄。|仄仄○平仄平仄仄，仄仄○○平平，○仄○仄仄仄。,釋法薰,S
244415,9403,四睡圖贊,一等騎虎來，兩箇挨肩去。|松門外聚頭，輥作一處睡。|夢蝶栩栩不知，孰爲人孰爲虎。|待渠眼若開時，南山有一轉語。,仄仄○仄平，仄仄平平仄。|平平仄仄平，仄仄仄仄仄。|仄仄仄仄仄平，仄平平仄平仄。|仄平仄仄平平，平平仄仄仄仄。,釋法薰,S
244416,9403,言法華贊,脚踏木履，手指虛空。|法華三昧，舌本玲瓏。|連書十三，如蟲蝕木。|引得一類邪徒，至今胡卜亂卜。,仄仄仄仄，仄仄平○。|仄平○仄，仄仄平平。|平平仄○，○平仄仄。|仄仄仄仄平平，仄平平仄仄仄。,釋法薰,S
244417,9403,寒山拾得望月贊,木葉題詩，寺厨執爨。|遇夜乘閑，林間舒散。|一片冰壺無影像，分明照破渠肝膽。|堪笑當時天台山中，也無一箇具眼。,仄仄○平，仄平仄仄。|仄仄○平，平○平仄。|仄仄平平平仄仄，○平仄仄平平仄。|平仄○平平平平○，仄平仄仄仄仄。,釋法薰,S
244418,9403,豬頭和尚贊,手把豬頭，易見難識。|莫教說破，分文不直。,仄仄平平，仄仄○仄。|仄○仄仄，○平仄仄。,釋法薰,S
244419,9403,蜆子和尚贊,把箇里撈波，做盡窮伎倆。|推出酒臺盤，至今收不上。,仄仄仄平平，仄仄平仄仄。|平仄仄平平，仄平○仄仄。,釋法薰,S
244420,9403,楊岐和尚贊,不會禪，也住院。|旨的全無，種田博飯。|大笑接□白雲瞎漢，無端带累徧地兒孫。|至今東西不分，南北不辨。,仄仄○，仄仄仄。|仄仄平平，仄平仄仄。|仄仄仄？仄平仄仄，平平仄仄仄仄平平。|仄平平平仄○，平仄仄仄。,釋法薰,S
244421,9403,贊五祖演和尚,參錄公猶未，瞥見白雲方始徹果。|有超師之作，敢道端師翁語拙。|一生居淮不入浙，獨弄單提這一著。|至於接三佛，控南堂，以一大藏，切入囉孃。|夫是之謂東山正續，毫髮不移，亙千萬世，源深流長者也。,○仄平○仄，仄仄仄平平仄仄仄。|仄平平平仄，仄仄平平平仄仄。|仄平平平仄仄仄，仄仄平平？仄仄。|仄平仄○仄，仄平平，仄仄仄○，仄仄平平。|平仄平仄平平○仄，○仄仄平，仄平仄仄，平○平○仄仄。,釋法薰,S
244422,9403,普化和尚贊,走城郭，摇鈴鐸。|堂前喫生菜，觸著馿性發。|勘破河陽木塔，擒下臨濟小卒。|賺却鎮州一城人，鐸聲已遠青天闊。,仄平仄，平平仄。|平平仄平仄，仄仄平仄仄。|仄仄平平仄仄，平仄○仄仄仄。|仄仄仄平仄平平，仄平仄仄平平仄。,釋法薰,S
244423,9403,臨濟和尚贊,空拳捺定，喝聲雷震。|閃電光中，要分邪正。|駕大脫空，賣無主贓。|似恁落頼心腸，至今却有兒郎。,○平仄仄，仄平平仄。|仄仄平○，仄○平○。|仄仄仄○，仄平仄平。|仄仄仄仄平平，仄平仄仄平平。,釋法薰,S
244424,9403,維摩贊,據坐胡床，風悄悄地。|四八癡人夜走，未免落他圈樻。|七佛之師，也遭連累。|石田當時在傍，只消打箇噴嚏。,仄仄平平，平仄仄仄。|仄仄平平仄仄，仄仄仄平仄仄。|仄仄平平，仄平平仄。|仄平○平仄仄，仄平仄仄○仄。,釋法薰,S
244425,9403,靈照女贊,惡種草，生冤家。|笊籬定價，分文不差。|末梢猶尀耐，機先不讓爺。,仄仄仄，平平平。|仄平仄仄，○平仄平。|仄平○？仄，平平仄仄平。,釋法薰,S
244426,9403,破庵和尚贊,百無能，得人憎。|火中釣鱉，日裏藏冰。|養子不曾教，繩上更安繩。|谷孤古東山正脈，烏戶呼真本川僧。,仄平平，仄平平。|仄○仄仄，仄仄○平。|仄仄仄平○，平仄○平平。|仄平仄平平○仄，平仄平平仄平平。,釋法薰,S
244427,9403,贊水月觀音,現自在端嚴相，起利他悲憫心。|水茫茫，月沉沉。|衆生無盡，我願方興。|曉而復昏，泯去來今。,仄仄仄平平○，仄仄平平仄平。|仄平平，仄平平。|仄平平仄，仄仄平○。|仄平仄平，○仄平平。,釋法薰,S
244428,9403,贊豐干,走松門，尋寒拾。|虎斑易見，人斑難識。|識不識，惡聲惡跡成狼藉。,仄平平，平平仄。|仄平仄仄，平平○仄。|仄仄仄，仄平仄仄平平仄。,釋法薰,S
244429,9403,贊布袋,掣風顛，走市廛。|回頭顧盼，拄杖橫肩。|山僧既見，不可無言。|㘞，放下破布袋，與你一文錢。,仄平平，仄仄平。|○平仄仄，仄仄○平。|平平仄仄，仄仄平平。|仄，仄仄仄仄仄，仄仄仄平○。,釋法薰,S
244430,9403,贊三教圖,警世昏，三老翁，服雖殊，心亦同。|於中議優劣，蒿箭射虛空。,仄仄平，○仄平，仄平平，平仄平。|平○仄平仄，平仄仄平○。,釋法薰,S
244431,9403,贊政黄牛,不解倒騎，惟牛所之。|郊原平衍，鞭索不施。|山黯黯，水漪漪。|知我者，白鷺鷥。,仄仄仄○，平平仄平。|平平平仄，平仄仄仄。|平仄仄，仄平平。|平仄仄，仄仄平。,釋法薰,S
244432,9403,仙人望月濯足,夜靜山空月半彎，挽衣垂足滌潺湲。|無人領此深深意，別向壺中更覓天。,仄仄平平仄仄平，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,釋法薰,S
244433,9403,贊宗道者,走下桐城赤脚歸，半風顛又半憨癡。|草鞋却把袈裟裹，二虎雙鴉笑殺伊。,仄仄平平仄仄平，仄平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,釋法薰,S
244434,9403,贊黄檗和尚,破布裹真珠，古寺甘守拙。|與裴國安名，對百丈吐舌。|棒頭敲出小廝兒，却向大愚言下瞥。|瞥不瞥，返遭一掌如何雪。,仄仄仄平平，仄仄平仄仄。|仄平仄平平，仄仄仄仄仄。|仄平○仄仄平平，仄仄仄平平仄仄。|仄仄仄，仄平仄仄○平仄。,釋法薰,S
244435,9403,贊蓑衣道人,佯狂混跡養天和，上界其如官府多。|暑了又寒寒又暑，一蓑衣外更無他。,平平仄仄仄平平，仄仄平平平仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,釋法薰,S
244436,9403,贊朝陽穿破衲待月了殘經  其一,一衲三冬，千針萬線。|日影上三竿，眼力增一半。,仄仄○平，平平仄仄。|仄仄仄○平，仄仄平仄仄。,釋法薰,S
244437,9403,贊朝陽穿破衲待月了殘經  其二,日晷已殂，我經未了。|掩卷立須臾，冰壺挂林杪。,仄仄仄平，仄平仄○。|仄仄仄平平，平平仄平仄。,釋法薰,S
244438,9403,福長老繪師像請贊,施不犯令，用無病藥。|笑有祖已來，錯會者多。|將衲僧珍財，盡底籍沒。|空腹高心，有年無德。|就中一處最堪憐，車子橫推向途轍。,仄仄仄仄，仄平仄仄。|仄仄仄仄平，仄仄仄平。|○仄平平平，仄仄仄仄。|○仄平平，仄平平仄。|仄○仄仄仄平平，平仄○平仄平仄。,釋法薰,S
244439,9403,潮州禮長老請贊,面如死灰，匙挑不上。|祖翁活業，盡情破蕩。|無星秤子拈來，也解分斤定兩。|禮長老，少思算。|鱷魚幸自徙化方，勾引渠歸成禍患。,仄○仄平，平○仄仄。|仄平仄仄，仄平仄仄。|平平○仄平平，仄仄○○仄仄。|仄○仄，仄○仄。|仄平仄仄仄仄平，平仄平平平仄○。,釋法薰,S
244440,9403,自贊,處世昏昏，臨事草草。|太近實頭，人謂古老。|是非到耳，風吹石臼。|只有一般，最不恰好。|解騎三脚馿，來往長安道。,仄仄平平，○仄仄仄。|仄仄仄平，平仄仄仄。|仄平仄仄，平○仄仄。|仄仄仄平，仄仄仄仄。|仄○○仄平，平仄○平仄。,釋法薰,S
244441,9403,總長老請贊,百種無能，面冷如冰。|與世落落，任運騰騰。|愛將一字禪，靠倒杜衲僧。|厨山長老，却要稟承。|谷孤古，林鴆砧。|各自有響音，又何必書此處無金。,仄仄平平，仄仄○平。|仄仄仄仄，平仄平平。|仄○仄仄○，仄仄仄仄平。|平平○仄，仄仄仄平。|仄平仄，平仄平。|仄仄仄仄平，仄平仄平仄仄平平。,釋法薰,S
244442,9403,炬長老請贊,刀不自截，水不自洗。|我真我贊，成何道理。|請之既堅，却之不已。|有一句子，玄沙道底。,平仄仄仄，仄仄仄仄。|仄平仄仄，平平仄仄。|仄平仄平，仄平仄仄。|仄仄仄仄，平平仄仄。,釋法薰,S
244443,9403,清菴主請贊,以石爲田，舉世怪笑。|一粒入土，不耘自秀。|也無禪，也無道。|衲僧未跨門，早已勘破了。|頂門自有通天竅。,仄仄平平，仄仄仄仄。|仄仄仄仄，仄平仄仄。|仄平○，仄平仄。|仄平仄仄平，仄仄仄仄○。|仄平仄仄平平仄。,釋法薰,S
244444,9403,昭長老請贊,全無孔竅，指桑駡柳。|瞎衲僧正眼，破東山暗號。|三點前，三點後。|起模畫樣已無端，一任傍人論好醜。,平平仄仄，仄平仄仄。|仄仄平○仄，仄平平仄○。|○仄平，○仄仄。|仄平仄仄仄平平，仄平仄平○仄仄。,釋法薰,S
244445,9403,寒岩居士請贊,末法無知老比丘，虛空尋縫陸行舟。|寒岩可謂心腸毒，寫出令人駡不休。,仄仄平平仄仄平，平平平仄仄平平。|平平仄仄平平仄，仄仄仄平仄仄平。,釋法薰,S
244446,9403,尼長老請贊,住山三十載，潦倒福緣微。|全提一著，衲子攢眉。|我無溈山之作，汝有鐵磨之機。|自知水底難撈月，却倩丹青染污伊。,仄平○仄仄，仄仄仄○平。|平平仄仄，仄仄平平。|仄平平平平仄，仄仄仄○平平。|仄平仄仄○平仄，仄仄平平仄仄平。,釋法薰,S
244447,9403,秀長老請贊,飛來峰下，龍床角畔。|用沒意志一著，師僧遭他惑亂。|胡笳忽轉陽春調，也有知音來合伴。|描邈將來，未得一半。|直饒即今此話大行，已是彼此兩不著便。,平平平仄，平平仄仄。|仄仄仄仄仄仄，平平平平仄仄。|平平仄仄平平○，仄仄平平平仄仄。|平仄○平，仄仄仄仄。|仄平仄平仄仄仄○，仄仄仄仄仄仄仄仄。,釋法薰,S
244448,9403,贊李源圓澤圖,昭昭靈靈，未脫生死。|等閑狹路相逢，無奈這冤家子。|天竺山前招角歌，至今餘韵在松蘿。,○○平平，仄仄平仄。|仄平仄仄○平，平仄？平平仄。|平仄平平平仄平，仄平平仄仄平平。,釋法薰,S
244449,9403,贊呂先生,爲儒儒不達，學仙仙非真。|黄龍門下過，秋蚊咬鐵釘。|回先生，回先生。|岳陽人不識，老樹却成精。,平平平仄仄，仄平平平平。|平平平仄○，平平○仄○。|○平平，○平平。|仄平平仄仄，仄仄仄平平。,釋法薰,S
244450,9403,覺城居士請贊師頂相,全無寸長，但據馿性。|不行深深海底，不立高高峰頂。|問佛法，今日困。|瞎衲僧眼，識毗耶病。|素與覺城無冤，何事圖形畫影。,平平仄○，仄仄平仄。|仄○○○仄仄，仄仄平平平仄。|仄仄仄，平仄仄。|仄仄平仄，仄平平仄。|仄仄仄平平平，平仄平平仄仄。,釋法薰,S
244451,9403,受業師孫請贊,削髮村院裡，僻陋少見聞。|信脚到南地，也作住山人。|龍床角畔脫空話，引得衲子如蜂屯。|思歸未得，故國夢頻。|慇懃藉汝將予去，且看梨花二月春。,仄仄平仄仄，仄仄仄仄○。|仄仄仄平仄，仄仄仄平平。|平平仄仄仄○仄，仄仄仄仄○平平。|○平仄仄，仄仄仄平。|平平仄仄○仄仄，○○平平仄仄平。,釋法薰,S
244452,9403,自贊  其一,人棄我取，人奪我與。|涉世全乖，獨行無侶。|超佛越祖當頭句，冷泉日夜滔滔舉。|歛手忌言坐閑處，可憐也被丹青污。,平仄仄仄，平仄仄仄。|仄仄平平，仄○平仄。|平仄仄仄○平仄，仄平仄仄平平仄。|仄仄仄平仄平仄，仄平仄仄平平仄。,釋法薰,S
